student_id,dominant_background,years_experience,gpa,skill_python,skill_sql,skill_machine_learning,skill_data_analysis,skill_deep_learning,skill_javascript,skill_react,skill_node_js,skill_java,skill_aws,skill_docker,skill_kubernetes,skill_communication,skill_teamwork,skill_problem_solving,skill_project_management,skill_excel,skill_tableau,skill_spark,skill_statistics
STU_0407,Frontend Developer,6.0,3.31,0.435,0.23,0.184,0.0,0.0,0.841,0.735,0.622,0.003,0.125,0.131,0.381,0.609,0.268,0.729,0.335,0.328,0.195,0.0,0.165
STU_0408,DevOps Engineer,4.8,3.13,0.489,0.371,0.202,0.062,0.131,0.489,0.3,0.357,0.044,0.797,0.798,0.928,0.174,0.127,0.745,0.081,0.173,0.367,0.0,0.252
STU_0409,Frontend Developer,1.9,3.32,0.121,0.339,0.052,0.197,0.044,0.619,0.877,0.31,0.198,0.367,0.478,0.214,0.853,0.26,0.643,0.0,0.444,0.043,0.407,0.281
STU_0410,DevOps Engineer,5.8,2.52,0.92,0.43,0.123,0.093,0.215,0.175,0.38,0.311,0.0,0.969,0.873,0.906,0.237,0.38,0.947,0.088,0.191,0.133,0.0,0.184
STU_0411,DevOps Engineer,0.4,3.45,0.596,0.192,0.243,0.056,0.0,0.0,0.4,0.053,0.125,1.0,0.79,0.951,0.36,0.352,0.6,0.093,0.245,0.489,0.086,0.126
STU_0412,Frontend Developer,5.5,3.9,0.302,0.073,0.12,0.232,0.389,0.864,0.897,0.346,0.479,0.223,0.362,0.204,0.713,0.0,0.377,0.388,0.212,0.231,0.013,0.065
STU_0413,Project Manager,2.1,3.47,0.107,0.301,0.229,0.182,0.478,0.132,0.386,0.257,0.197,0.406,0.244,0.186,1.0,1.0,0.98,0.367,0.766,0.232,0.195,0.291
STU_0414,Full Stack Developer,2.2,2.91,0.56,0.925,0.317,0.281,0.274,0.974,0.853,0.783,0.349,0.226,0.888,0.365,0.106,0.55,0.0,0.296,0.096,0.482,0.238,0.081
STU_0415,Project Manager,1.4,3.09,0.154,0.151,0.087,0.241,0.259,0.051,0.0,0.247,0.28,0.31,0.283,0.436,1.0,1.0,1.0,0.686,0.37,0.199,0.276,0.189
STU_0416,ML Engineer,0.8,3.59,0.796,0.119,0.87,0.327,0.727,0.157,0.286,0.17,0.368,0.562,0.53,0.246,0.261,0.07,0.402,0.489,0.106,0.423,0.243,0.861
STU_0417,DevOps Engineer,2.6,3.49,0.456,0.19,0.078,0.168,0.474,0.184,0.517,0.142,0.424,0.656,0.857,0.82,0.431,0.228,0.487,0.003,0.048,0.34,0.321,0.155
STU_0418,Data Scientist,0.7,3.27,0.731,0.769,0.956,0.859,0.66,0.215,0.275,0.0,0.292,0.354,0.248,0.29,0.684,0.334,0.21,0.028,0.323,0.0,0.242,0.742
STU_0419,Data Scientist,1.6,2.93,0.794,0.777,0.909,0.807,0.801,0.231,0.295,0.412,0.41,0.287,0.155,0.0,0.731,0.364,0.253,0.0,0.331,0.34,0.155,0.948
STU_0420,Project Manager,3.3,2.96,0.391,0.01,0.191,0.176,0.076,0.246,0.397,0.387,0.309,0.0,0.0,0.225,0.895,0.825,1.0,0.966,0.781,0.348,0.208,0.589
STU_0421,ML Engineer,3.6,3.76,0.759,0.434,1.0,0.118,0.67,0.408,0.254,0.412,0.191,0.777,0.745,0.106,0.178,0.022,0.274,0.314,0.349,0.3,0.581,0.933
STU_0422,Full Stack Developer,3.8,3.13,0.818,0.681,0.258,0.316,0.028,0.631,0.505,0.784,0.15,0.0,0.622,0.186,0.377,0.502,0.268,0.096,0.297,0.201,0.164,0.071
STU_0423,Backend Developer,1.4,3.71,0.821,0.877,0.474,0.301,0.264,0.154,0.044,0.615,0.695,0.216,0.549,0.44,0.255,0.144,0.26,0.0,0.242,0.392,0.182,0.0
STU_0424,Frontend Developer,6.9,3.27,0.239,0.0,0.555,0.012,0.164,0.744,0.745,0.432,0.295,0.394,0.142,0.048,0.772,0.276,0.736,0.241,0.183,0.215,0.173,0.361
STU_0425,Data Scientist,2.7,2.93,0.899,0.738,0.801,1.0,0.666,0.137,0.335,0.203,0.054,0.253,0.236,0.344,0.825,0.184,0.129,0.2,0.254,0.273,0.245,0.786
STU_0426,DevOps Engineer,7.1,2.92,0.972,0.314,0.031,0.228,0.316,0.148,0.0,0.044,0.281,0.637,0.683,0.981,0.167,0.096,0.726,0.0,0.273,0.079,0.12,0.252
STU_0427,DevOps Engineer,4.8,2.29,0.302,0.255,0.212,0.122,0.044,0.202,0.272,0.215,0.446,1.0,0.884,1.0,0.207,0.207,0.994,0.065,0.203,0.378,0.246,0.145
STU_0428,Backend Developer,5.7,2.34,1.0,0.846,0.112,0.252,0.058,0.15,0.059,0.488,0.484,0.36,0.853,0.052,0.28,0.343,0.202,0.155,0.22,0.138,0.381,0.481
STU_0429,Full Stack Developer,4.9,2.97,0.534,0.701,0.269,0.0,0.0,0.996,0.616,0.577,0.034,0.259,0.477,0.236,0.053,0.0,0.414,0.26,0.15,0.122,0.42,0.289
STU_0430,Frontend Developer,2.2,3.21,0.208,0.26,0.117,0.186,0.112,0.96,0.702,0.586,0.247,0.17,0.267,0.145,0.599,0.282,0.788,0.124,0.111,0.173,0.117,0.429
STU_0431,Data Analyst,5.4,3.16,0.46,1.0,0.108,0.802,0.316,0.258,0.0,0.176,0.219,0.149,0.224,0.0,0.375,0.054,0.242,0.0,0.673,0.412,0.164,0.994
STU_0432,Frontend Developer,1.7,3.41,0.326,0.203,0.168,0.339,0.271,0.943,0.879,0.448,0.338,0.15,0.385,0.043,0.915,0.271,0.555,0.276,0.102,0.205,0.127,0.18
STU_0433,Data Analyst,2.4,2.93,0.431,0.74,0.241,0.951,0.099,0.439,0.322,0.106,0.092,0.166,0.15,0.388,0.948,0.205,0.302,0.323,0.809,0.76,0.289,0.773
STU_0434,ML Engineer,1.9,3.76,0.857,0.094,0.679,0.301,0.852,0.0,0.164,0.172,0.227,0.538,0.497,0.278,0.0,0.165,0.151,0.182,0.238,0.44,0.36,0.831
STU_0435,Backend Developer,1.1,3.38,0.394,1.0,0.142,0.394,0.363,0.135,0.146,0.574,0.918,0.536,0.577,0.281,0.065,0.151,0.216,0.104,0.126,0.43,0.169,0.146
STU_0436,Data Analyst,2.9,2.62,0.445,0.964,0.238,0.632,0.469,0.419,0.08,0.032,0.234,0.0,0.405,0.13,1.0,0.076,0.183,0.39,0.752,0.741,0.364,0.617
STU_0437,Data Analyst,2.5,3.18,0.688,0.958,0.359,0.859,0.0,0.0,0.63,0.279,0.221,0.242,0.0,0.081,1.0,0.299,0.085,0.016,0.723,0.653,0.507,0.672
STU_0438,Backend Developer,5.2,2.7,0.74,0.608,0.26,0.381,0.221,0.08,0.121,0.451,0.78,0.647,0.566,0.491,0.319,0.0,0.0,0.052,0.436,0.334,0.444,0.202
STU_0439,DevOps Engineer,3.2,3.44,0.652,0.171,0.165,0.443,0.181,0.4,0.0,0.603,0.144,1.0,1.0,0.825,0.323,0.331,0.693,0.095,0.207,0.183,0.409,0.305
STU_0440,Data Analyst,2.7,3.66,0.293,0.808,0.243,1.0,0.23,0.419,0.33,0.127,0.179,0.261,0.133,0.43,0.634,0.247,0.31,0.153,0.719,0.689,0.322,0.625
STU_0441,Frontend Developer,7.6,2.09,0.26,0.351,0.314,0.527,0.367,0.791,0.971,0.416,0.132,0.0,0.157,0.282,0.69,0.035,0.472,0.517,0.249,0.076,0.269,0.528
STU_0442,ML Engineer,1.5,3.27,1.0,0.0,0.869,0.03,0.689,0.243,0.0,0.186,0.372,0.574,0.491,0.179,0.149,0.111,0.022,0.278,0.289,0.04,0.461,0.72
STU_0443,DevOps Engineer,6.7,3.47,0.82,0.191,0.018,0.259,0.173,0.177,0.271,0.304,0.205,0.891,1.0,1.0,0.325,0.22,0.649,0.369,0.222,0.113,0.164,0.055
STU_0444,Project Manager,4.8,3.74,0.227,0.194,0.098,0.0,0.0,0.089,0.066,0.243,0.322,0.181,0.411,0.083,0.88,0.892,0.964,0.966,0.72,0.0,0.065,0.364
STU_0445,Full Stack Developer,4.7,3.22,0.675,0.588,0.075,0.484,0.412,0.782,0.72,0.703,0.22,0.099,0.588,0.472,0.186,0.043,0.0,0.219,0.086,0.237,0.0,0.304
STU_0446,DevOps Engineer,4.9,3.42,0.549,0.458,0.226,0.492,0.284,0.414,0.169,0.252,0.383,1.0,0.98,0.851,0.176,0.371,1.0,0.111,0.088,0.064,0.324,0.061
STU_0447,Project Manager,1.0,3.02,0.118,0.435,0.0,0.449,0.248,0.0,0.439,0.346,0.136,0.055,0.0,0.562,0.761,0.71,0.84,0.704,0.553,0.349,0.27,0.142
STU_0448,Project Manager,6.6,3.83,0.191,0.086,0.113,0.108,0.091,0.357,0.316,0.06,0.021,0.176,0.523,0.046,0.876,0.913,0.784,0.881,0.873,0.268,0.327,0.288
STU_0449,Data Analyst,2.1,3.28,0.8,1.0,0.383,0.8,0.327,0.307,0.488,0.055,0.284,0.098,0.277,0.168,0.872,0.0,0.319,0.231,0.823,0.993,0.143,0.751
STU_0450,Data Scientist,6.6,3.91,1.0,0.71,0.815,1.0,0.554,0.0,0.089,0.013,0.0,0.146,0.189,0.377,0.794,0.288,0.066,0.333,0.409,0.259,0.263,0.61
STU_0451,DevOps Engineer,5.8,2.56,0.648,0.111,0.176,0.137,0.146,0.297,0.242,0.351,0.256,0.77,0.825,0.816,0.172,0.469,1.0,0.325,0.218,0.0,0.233,0.081
STU_0452,Data Analyst,4.5,3.12,0.658,0.769,0.199,1.0,0.353,0.191,0.314,0.101,0.237,0.35,0.25,0.121,0.758,0.352,0.036,0.058,0.89,0.634,0.0,0.903
STU_0453,Frontend Developer,0.8,3.33,0.107,0.155,0.067,0.307,0.217,1.0,0.809,0.82,0.0,0.0,0.463,0.271,0.751,0.265,0.786,0.245,0.055,0.323,0.299,0.414
STU_0454,Full Stack Developer,5.4,2.82,0.416,0.966,0.047,0.251,0.161,0.735,0.815,0.837,0.277,0.078,0.574,0.085,0.17,0.182,0.477,0.161,0.0,0.409,0.267,0.18
STU_0455,Full Stack Developer,7.1,3.33,0.891,0.708,0.0,0.249,0.381,0.823,0.565,0.651,0.062,0.428,0.589,0.0,0.258,0.221,0.133,0.047,0.04,0.363,0.237,0.272
STU_0456,Frontend Developer,6.5,3.28,0.13,0.169,0.375,0.412,0.017,0.869,1.0,0.782,0.467,0.081,0.391,0.209,0.857,0.318,0.51,0.282,0.351,0.197,0.163,0.0
STU_0457,Backend Developer,5.1,3.79,0.562,0.751,0.223,0.116,0.2,0.0,0.402,0.702,0.635,0.231,0.854,0.284,0.232,0.33,0.329,0.229,0.162,0.137,0.263,0.41
STU_0458,ML Engineer,7.3,2.95,0.956,0.257,1.0,0.448,1.0,0.08,0.529,0.188,0.166,0.376,0.749,0.037,0.261,0.026,0.47,0.283,0.542,0.047,0.832,0.43
STU_0459,ML Engineer,4.5,2.77,0.833,0.123,0.763,0.011,0.734,0.217,0.375,0.244,0.375,0.478,0.635,0.307,0.251,0.071,0.34,0.12,0.083,0.273,0.601,0.622
STU_0460,Frontend Developer,1.2,2.95,0.141,0.365,0.237,0.344,0.277,0.808,0.653,0.361,0.099,0.088,0.347,0.346,1.0,0.085,0.94,0.439,0.165,0.271,0.386,0.191
STU_0461,Frontend Developer,4.8,3.7,0.0,0.211,0.094,0.039,0.263,0.682,1.0,0.573,0.14,0.191,0.021,0.313,0.728,0.239,0.775,0.104,0.0,0.344,0.303,0.12
STU_0462,Frontend Developer,6.9,2.84,0.371,0.115,0.0,0.002,0.153,1.0,0.791,0.411,0.107,0.12,0.198,0.008,0.863,0.178,1.0,0.024,0.438,0.409,0.138,0.141
STU_0463,ML Engineer,5.2,3.16,0.9,0.203,0.66,0.544,0.761,0.21,0.106,0.16,0.146,0.7,0.698,0.321,0.234,0.306,0.199,0.235,0.164,0.35,0.648,0.676
STU_0464,Backend Developer,6.9,4.0,0.705,0.792,0.116,0.315,0.324,0.468,0.109,0.8,0.514,0.724,0.482,0.052,0.25,0.107,0.086,0.127,0.309,0.06,0.192,0.143
STU_0465,Data Analyst,5.0,3.16,0.723,1.0,0.0,1.0,0.108,0.235,0.059,0.256,0.583,0.219,0.131,0.165,0.58,0.417,0.247,0.043,0.648,0.702,0.34,0.527
STU_0466,Frontend Developer,0.9,3.82,0.06,0.13,0.462,0.0,0.09,1.0,0.932,0.381,0.345,0.352,0.25,0.108,0.631,0.243,0.503,0.399,0.455,0.165,0.253,0.378
STU_0467,Data Analyst,5.8,2.75,0.34,0.853,0.275,0.826,0.467,0.444,0.078,0.176,0.088,0.171,0.166,0.343,0.667,0.0,0.0,0.046,0.702,0.728,0.038,0.518
STU_0468,Frontend Developer,4.4,3.04,0.117,0.11,0.303,0.052,0.146,0.818,1.0,0.477,0.358,0.027,0.193,0.114,0.516,0.19,0.96,0.072,0.181,0.003,0.0,0.082
STU_0469,DevOps Engineer,5.5,3.17,0.566,0.0,0.106,0.275,0.0,0.147,0.244,0.083,0.251,0.672,1.0,0.955,0.208,0.369,0.751,0.107,0.406,0.476,0.096,0.183
STU_0470,DevOps Engineer,4.9,2.33,0.689,0.317,0.116,0.263,0.199,0.017,0.052,0.102,0.339,1.0,1.0,0.966,0.262,0.242,0.861,0.271,0.0,0.081,0.046,0.366
STU_0471,Project Manager,7.6,2.73,0.435,0.213,0.352,0.276,0.416,0.231,0.0,0.184,0.277,0.168,0.299,0.19,0.811,0.737,0.741,0.981,0.406,0.083,0.0,0.107
STU_0472,Data Scientist,7.4,3.47,1.0,1.0,1.0,0.92,0.729,0.0,0.0,0.204,0.26,0.364,0.115,0.229,0.724,0.18,0.189,0.072,0.242,0.229,0.134,0.9
STU_0473,Full Stack Developer,7.6,2.97,0.444,0.715,0.063,0.214,0.064,0.992,0.817,0.973,0.358,0.159,0.536,0.461,0.175,0.0,0.351,0.222,0.426,0.236,0.197,0.429
STU_0474,Frontend Developer,6.4,3.99,0.067,0.0,0.331,0.116,0.336,0.958,0.991,0.432,0.085,0.213,0.338,0.192,0.595,0.02,0.731,0.117,0.189,0.164,0.133,0.244
STU_0475,Data Scientist,1.3,3.76,1.0,0.939,0.777,0.66,0.598,0.329,0.305,0.382,0.0,0.388,0.25,0.0,0.809,0.225,0.257,0.35,0.265,0.0,0.179,0.557
STU_0476,DevOps Engineer,3.4,3.18,0.414,0.099,0.068,0.132,0.262,0.134,0.298,0.36,0.365,0.732,1.0,1.0,0.433,0.176,0.687,0.052,0.035,0.202,0.327,0.396
STU_0477,ML Engineer,6.4,2.5,0.884,0.105,1.0,0.254,0.821,0.254,0.292,0.291,0.074,0.834,0.738,0.135,0.235,0.252,0.362,0.043,0.399,0.203,0.524,0.619
STU_0478,ML Engineer,5.8,3.11,1.0,0.497,0.657,0.057,0.913,0.193,0.325,0.185,0.113,0.666,0.343,0.028,0.342,0.379,0.411,0.266,0.0,0.105,0.799,0.943
STU_0479,Project Manager,1.1,3.11,0.004,0.194,0.202,0.435,0.234,0.203,0.211,0.26,0.294,0.091,0.041,0.406,0.654,1.0,0.513,0.862,0.846,0.2,0.003,0.264
STU_0480,ML Engineer,1.2,3.06,0.806,0.195,0.813,0.565,0.764,0.144,0.119,0.467,0.0,0.754,0.664,0.0,0.077,0.248,0.07,0.239,0.459,0.226,0.382,0.573
STU_0481,Data Analyst,6.0,3.28,0.623,0.947,0.46,0.899,0.027,0.373,0.389,0.235,0.163,0.293,0.168,0.0,0.885,0.334,0.416,0.09,0.834,0.737,0.213,0.717
STU_0482,ML Engineer,1.8,3.36,1.0,0.383,0.787,0.174,0.737,0.115,0.0,0.204,0.272,0.677,0.699,0.263,0.412,0.137,0.024,0.186,0.483,0.026,0.698,0.874
STU_0483,Data Scientist,6.0,3.67,0.991,0.66,0.803,0.811,0.551,0.155,0.126,0.148,0.379,0.018,0.0,0.381,0.671,0.142,0.183,0.231,0.121,0.276,0.056,0.755
STU_0484,Data Scientist,7.3,3.42,0.874,0.801,0.971,0.982,0.599,0.258,0.056,0.024,0.185,0.098,0.414,0.256,0.593,0.159,0.22,0.19,0.241,0.21,0.0,0.477
STU_0485,Data Scientist,6.9,3.21,0.846,0.885,0.893,1.0,0.773,0.358,0.019,0.203,0.383,0.241,0.283,0.0,0.988,0.081,0.0,0.147,0.0,0.037,0.584,0.743
STU_0486,Backend Developer,0.6,3.45,0.565,0.93,0.067,0.241,0.028,0.59,0.276,0.678,0.756,0.517,0.586,0.082,0.452,0.117,0.0,0.025,0.339,0.162,0.18,0.375
STU_0487,Backend Developer,5.8,3.75,0.6,0.886,0.141,0.164,0.323,0.312,0.175,0.629,1.0,0.688,0.641,0.102,0.354,0.217,0.175,0.217,0.251,0.191,0.381,0.389
STU_0488,Data Scientist,7.5,2.97,0.901,0.804,1.0,1.0,0.737,0.295,0.494,0.119,0.177,0.168,0.145,0.0,0.906,0.046,0.225,0.0,0.293,0.082,0.03,0.829
STU_0489,Frontend Developer,0.7,3.34,0.226,0.32,0.077,0.051,0.204,0.981,1.0,0.339,0.152,0.376,0.496,0.051,0.589,0.257,0.613,0.086,0.237,0.432,0.004,0.425
STU_0490,Frontend Developer,1.0,3.18,0.439,0.249,0.155,0.308,0.174,0.978,0.869,0.629,0.0,0.048,0.0,0.192,0.471,0.096,0.534,0.422,0.051,0.007,0.237,0.453
STU_0491,Data Analyst,5.6,2.71,0.794,1.0,0.264,0.813,0.268,0.0,0.106,0.415,0.395,0.266,0.0,0.019,0.698,0.174,0.012,0.163,1.0,0.76,0.233,0.547
STU_0492,Project Manager,0.3,3.35,0.0,0.211,0.258,0.055,0.222,0.42,0.494,0.316,0.174,0.311,0.403,0.0,1.0,0.818,0.72,0.897,0.748,0.033,0.157,0.279
STU_0493,DevOps Engineer,6.7,2.95,0.551,0.304,0.358,0.349,0.264,0.341,0.331,0.601,0.383,0.887,0.763,0.861,0.15,0.277,0.695,0.379,0.0,0.0,0.18,0.074
STU_0494,Project Manager,5.0,2.5,0.086,0.202,0.107,0.119,0.199,0.352,0.421,0.222,0.234,0.173,0.272,0.259,1.0,0.617,0.765,1.0,0.696,0.059,0.005,0.321
STU_0495,ML Engineer,0.1,3.29,1.0,0.269,0.883,0.063,0.783,0.382,0.0,0.0,0.106,0.696,0.626,0.296,0.363,0.242,0.284,0.241,0.201,0.006,0.446,0.497
STU_0496,ML Engineer,2.4,2.97,0.683,0.211,0.769,0.04,0.706,0.032,0.291,0.175,0.322,0.633,0.639,0.481,0.0,0.393,0.448,0.315,0.15,0.414,0.552,0.594
STU_0497,Full Stack Developer,0.9,2.61,0.458,0.867,0.084,0.196,0.0,0.805,0.527,0.623,0.184,0.359,0.666,0.276,0.181,0.15,0.319,0.116,0.325,0.385,0.074,0.096
STU_0498,Frontend Developer,5.5,3.55,0.13,0.395,0.043,0.399,0.135,1.0,0.798,0.478,0.063,0.097,0.401,0.271,0.854,0.003,0.798,0.054,0.0,0.236,0.234,0.208
STU_0499,Full Stack Developer,7.7,2.65,0.82,0.521,0.425,0.482,0.145,0.55,0.492,0.731,0.502,0.203,0.507,0.097,0.002,0.331,0.186,0.515,0.294,0.324,0.164,0.036
STU_0500,Backend Developer,4.8,3.71,0.837,0.742,0.343,0.22,0.156,0.025,0.245,0.667,0.935,0.493,0.792,0.446,0.241,0.318,0.286,0.485,0.256,0.305,0.195,0.084
STU_0501,ML Engineer,6.1,2.92,0.749,0.312,0.962,0.338,0.723,0.081,0.257,0.156,0.015,0.991,0.581,0.051,0.164,0.388,0.0,0.375,0.063,0.24,0.499,0.999
STU_0502,Full Stack Developer,5.6,3.71,0.555,0.713,0.227,0.266,0.2,0.593,0.649,0.891,0.1,0.301,0.605,0.167,0.379,0.0,0.099,0.385,0.475,0.543,0.208,0.269
STU_0503,Data Analyst,3.6,2.99,0.647,1.0,0.269,0.978,0.062,0.151,0.122,0.022,0.0,0.136,0.16,0.216,0.883,0.228,0.161,0.063,0.932,0.685,0.135,0.672
STU_0504,Full Stack Developer,0.9,3.2,0.516,0.657,0.298,0.261,0.432,0.982,0.993,0.884,0.281,0.127,0.724,0.102,0.0,0.429,0.013,0.266,0.068,0.369,0.389,0.279
STU_0505,Backend Developer,0.5,3.64,1.0,0.912,0.065,0.21,0.177,0.162,0.0,0.758,0.592,0.221,0.648,0.087,0.071,0.0,0.072,0.174,0.105,0.258,0.409,0.277
STU_0506,ML Engineer,4.6,3.61,0.747,0.266,1.0,0.135,0.681,0.28,0.0,0.037,0.1,0.768,0.733,0.355,0.062,0.054,0.279,0.08,0.109,0.0,0.644,0.931
STU_0507,DevOps Engineer,3.5,3.23,0.591,0.0,0.066,0.057,0.153,0.263,0.477,0.0,0.127,0.766,0.71,0.914,0.2,0.0,0.803,0.019,0.202,0.39,0.269,0.227
STU_0508,Data Scientist,7.6,3.46,0.984,0.77,0.885,0.933,0.403,0.09,0.306,0.326,0.214,0.422,0.276,0.165,0.517,0.416,0.316,0.47,0.525,0.007,0.007,0.371
STU_0509,DevOps Engineer,7.1,2.7,0.615,0.016,0.187,0.228,0.317,0.241,0.3,0.181,0.377,0.995,0.722,1.0,0.384,0.27,0.842,0.449,0.0,0.386,0.129,0.364
STU_0510,Backend Developer,3.8,3.99,0.626,0.953,0.168,0.107,0.106,0.296,0.463,0.379,1.0,0.631,0.787,0.135,0.199,0.229,0.043,0.079,0.378,0.0,0.266,0.144
STU_0511,Full Stack Developer,4.2,2.33,0.457,0.53,0.172,0.085,0.201,0.823,0.735,0.781,0.095,0.297,0.583,0.126,0.422,0.182,0.364,0.384,0.393,0.304,0.2,0.19
STU_0512,Full Stack Developer,0.8,3.17,0.708,0.737,0.324,0.182,0.3,0.593,0.525,0.429,0.18,0.084,0.464,0.25,0.136,0.0,0.582,0.194,0.038,0.1,0.174,0.174
STU_0513,Backend Developer,3.9,3.03,0.978,0.735,0.264,0.353,0.379,0.397,0.159,0.699,0.428,0.571,0.864,0.335,0.187,0.455,0.142,0.093,0.13,0.032,0.293,0.243
STU_0514,Project Manager,5.2,3.29,0.191,0.0,0.256,0.215,0.035,0.184,0.161,0.465,0.041,0.25,0.036,0.116,0.942,0.868,0.799,1.0,0.626,0.333,0.154,0.185
STU_0515,Data Scientist,2.2,3.17,0.997,0.748,0.97,0.851,0.44,0.0,0.0,0.464,0.0,0.379,0.077,0.378,0.37,0.165,0.418,0.307,0.149,0.0,0.002,1.0
STU_0516,Data Scientist,3.5,3.23,0.943,0.505,0.961,0.837,0.644,0.113,0.0,0.136,0.296,0.259,0.205,0.335,0.669,0.208,0.128,0.343,0.244,0.116,0.0,0.966
STU_0517,Project Manager,7.2,2.86,0.553,0.32,0.442,0.119,0.361,0.204,0.255,0.503,0.158,0.203,0.065,0.333,0.816,1.0,0.553,1.0,0.603,0.31,0.198,0.12
STU_0518,Data Analyst,0.5,2.88,0.726,0.743,0.16,0.952,0.442,0.199,0.164,0.241,0.0,0.02,0.144,0.093,0.56,0.329,0.239,0.221,0.696,0.712,0.277,0.66
STU_0519,Backend Developer,7.6,2.45,0.715,0.971,0.385,0.399,0.243,0.205,0.133,0.429,0.598,0.575,0.684,0.412,0.397,0.097,0.323,0.128,0.302,0.321,0.386,0.126
STU_0520,ML Engineer,1.7,3.51,1.0,0.196,0.899,0.0,0.742,0.403,0.136,0.307,0.205,0.859,0.729,0.06,0.208,0.44,0.275,0.183,0.538,0.374,0.723,0.748
STU_0521,Frontend Developer,0.3,2.94,0.0,0.259,0.176,0.125,0.171,0.667,0.629,0.687,0.269,0.0,0.114,0.332,0.658,0.387,0.857,0.0,0.179,0.133,0.0,0.0
STU_0522,DevOps Engineer,6.7,2.63,0.642,0.357,0.277,0.313,0.16,0.29,0.178,0.134,0.485,0.55,0.619,0.957,0.16,0.0,0.642,0.061,0.334,0.382,0.446,0.0
STU_0523,Full Stack Developer,0.4,3.47,0.793,0.763,0.212,0.234,0.191,0.632,0.777,0.772,0.02,0.286,0.536,0.234,0.181,0.334,0.233,0.067,0.248,0.253,0.277,0.355
STU_0524,Project Manager,6.8,3.69,0.0,0.182,0.159,0.417,0.177,0.291,0.0,0.147,0.073,0.571,0.1,0.211,0.919,0.662,0.721,1.0,0.713,0.0,0.115,0.353
STU_0525,Backend Developer,5.6,2.68,0.552,0.992,0.193,0.439,0.2,0.0,0.327,0.633,0.744,0.382,0.943,0.122,0.436,0.135,0.061,0.398,0.189,0.19,0.008,0.131
STU_0526,Backend Developer,4.0,2.99,0.619,0.737,0.21,0.422,0.155,0.096,0.612,0.635,0.771,0.546,0.658,0.212,0.338,0.261,0.362,0.357,0.231,0.256,0.366,0.033
STU_0527,ML Engineer,5.3,3.68,0.847,0.018,0.723,0.346,1.0,0.115,0.252,0.233,0.35,1.0,0.928,0.164,0.279,0.294,0.197,0.036,0.08,0.372,0.788,0.669
STU_0528,Data Scientist,4.1,2.78,0.644,0.633,1.0,0.945,0.431,0.218,0.353,0.0,0.226,0.144,0.0,0.212,0.68,0.196,0.148,0.047,0.0,0.096,0.329,0.835
STU_0529,Backend Developer,1.3,2.79,0.644,0.911,0.276,0.128,0.0,0.099,0.128,0.564,0.738,0.722,0.694,0.348,0.0,0.154,0.0,0.136,0.043,0.392,0.261,0.352
STU_0530,Data Analyst,5.2,4.0,0.442,0.94,0.472,0.962,0.144,0.172,0.195,0.504,0.385,0.239,0.216,0.245,0.874,0.138,0.073,0.355,0.803,0.842,0.447,0.778
STU_0531,Data Scientist,4.8,2.72,0.931,0.536,0.858,1.0,0.406,0.087,0.366,0.159,0.183,0.361,0.092,0.0,0.492,0.287,0.239,0.096,0.026,0.159,0.367,0.675
STU_0532,Backend Developer,3.5,3.34,0.645,0.851,0.517,0.233,0.192,0.329,0.304,0.613,1.0,0.596,0.735,0.283,0.252,0.429,0.112,0.318,0.225,0.347,0.168,0.147
STU_0533,DevOps Engineer,3.9,2.91,0.477,0.402,0.31,0.189,0.13,0.255,0.299,0.0,0.256,0.998,0.547,0.929,0.304,0.287,0.92,0.151,0.044,0.0,0.364,0.305
STU_0534,Full Stack Developer,0.0,2.87,0.721,0.475,0.07,0.219,0.299,1.0,0.664,0.67,0.062,0.097,0.933,0.314,0.367,0.164,0.2,0.305,0.124,0.156,0.099,0.133
STU_0535,Project Manager,2.0,2.92,0.243,0.243,0.173,0.076,0.216,0.124,0.207,0.365,0.012,0.526,0.189,0.262,0.787,1.0,0.781,0.891,0.614,0.16,0.263,0.226
STU_0536,Frontend Developer,0.5,3.12,0.085,0.131,0.269,0.299,0.32,0.9,0.958,0.475,0.0,0.168,0.144,0.044,0.615,0.22,0.53,0.093,0.432,0.0,0.173,0.025
STU_0537,Backend Developer,1.2,3.58,0.552,0.886,0.403,0.326,0.354,0.0,0.164,0.77,0.931,0.863,0.86,0.334,0.595,0.214,0.157,0.227,0.063,0.21,0.0,0.121
STU_0538,Full Stack Developer,3.5,3.08,0.767,0.555,0.511,0.222,0.236,0.557,0.607,0.957,0.225,0.216,0.634,0.0,0.186,0.411,0.363,0.181,0.435,0.011,0.054,0.48
STU_0539,DevOps Engineer,4.9,2.86,0.592,0.079,0.241,0.23,0.203,0.026,0.24,0.121,0.052,1.0,1.0,1.0,0.298,0.16,0.789,0.261,0.137,0.398,0.0,0.156
STU_0540,Frontend Developer,1.3,3.94,0.164,0.289,0.428,0.006,0.0,0.758,0.669,0.28,0.054,0.385,0.153,0.205,0.557,0.295,0.981,0.067,0.459,0.255,0.203,0.26
STU_0541,DevOps Engineer,6.6,3.49,0.678,0.281,0.137,0.326,0.056,0.216,0.632,0.0,0.235,0.941,0.866,0.869,0.214,0.162,0.833,0.127,0.503,0.162,0.285,0.1
STU_0542,ML Engineer,1.5,3.9,0.963,0.046,0.787,0.453,0.685,0.296,0.058,0.351,0.097,0.556,0.593,0.117,0.261,0.21,0.036,0.196,0.028,0.297,0.724,0.696
